id,text,top_tone,tones,violence_score
79,Clashes with police have left at least one person dead and about 30 injured in a major banana-producing province.,Criticism,Criticism,0.997
80,"Rishabh Pant captivated Headingley with a dazzling century, punctuated by a viral front-flip celebration. His aggressive innings, featuring 10 fours and four sixes, propelled India past 400, supported by Shubman Gill's century. Pant's acrobatic display, reminiscent of his IPL antics, underscored his triumphant comeback from injury, adding a memorable moment to the Test match.",Criticism,,0.93
81,"After an eight-year wait, Karun Nair's Test comeback was short-lived as he was dismissed for a duck by Ben Stokes. Nair, who previously scored a triple century against England in 2016, earned his recall after impressive domestic performances. Despite the disappointing return, he cherished receiving his comeback cap from Sunil Gavaskar.",Passive-Aggressive,"Passive-Aggressive, Criticism, Sarcastic",0.709
82,"Rishabh Pant's impressive record in England continued as he scored his seventh Test century at Headingley in Leeds. Pant reached his century in 119 balls, marking his slowest Test century. This was his fourth century against England and his third on English soil, solidifying his reputation as a premier red-ball batter for India.",Passive-Aggressive,,0.702
83,"Sonia Gandhi has strongly criticized the Modi government's silence on Israel's actions in Gaza and its strike on Iran, calling it a departure from India's diplomatic traditions. She accused the government of abandoning its commitment to a two-state solution and failing to condemn Israel's escalation, urging India to use its diplomatic leverage to promote dialogue and de-escalation in West Asia.",Criticism,"Criticism, Offensive",0.936
84,"Iranian Foreign Minister Abbas Araghchi suggests the United States might be using negotiations as a cover for a planned attack on Iran, questioning America's commitment to diplomacy. He accuses Washington of betrayal, especially after Israel's strikes on Iranian nuclear targets just before scheduled talks. Araghchi states Iran is willing to negotiate, but demands Israel cease its aerial attacks first.",Criticism,"Criticism, Passive-Aggressive, Offensive, Sarcastic",0.875
85,"With the Friday notices, 85 percent of Voice of America's workforce had been slashed.",Criticism,"Criticism, Passive-Aggressive",0.839
86,Filipino authorities are studying a new lead in a case that gripped the nation.,Passive-Aggressive,,0.808
87,"India dominated Day 1 of the first Test against England, reaching 359 for 3 at stumps, thanks to centuries from Yashasvi Jaiswal and Shubman Gill. The pair's 123-run partnership steadied the innings after India lost two quick wickets. A near run-out incident involving Gill added drama, followed by lighthearted banter between Jaiswal and Gill regarding running between the wickets.",Sarcastic,"Sarcastic, Passive-Aggressive",0.612
88,"French scientists have identified a new blood type, dubbed ""Gwada negative"", belonging to a French woman from the Caribbean island of Guadeloupe. The woman is the only known carrier of what is now the world's 48th identified blood group system.",Criticism,,0.605
89,"Palestinian activist Mahmoud Khalil was released Friday from federal immigration detention, freed after 104 days by a judge’s ruling after becoming a symbol of President Donald Trump ’s clampdown on campus protests. Story by Simon Moritz.",Criticism,Criticism,0.838
90,"Cameroon has been without cinema halls for years now. To bridge this gap and make African cinema available to all, the Cinémathèque Afrique deployed a caravan to screen a selection of iconic works from its about 1,500-movie catalog. The project, which relies on the mobile digital cinema, aims to showcase African films in regions where movie theaters do not exist, mainly in villages and disadvantaged neighborhoods. Report by FRANCE 24 correspondents in Cameroon Indira Ayuk, Marcel Amoko and Giresse Ngaana.",Criticism,Criticism,0.65
91,"This year has seen a marked uptick in successful Russian strikes on Ukraine’s capital, Kyiv. Civilian casualties in the city are no longer a rarity – with the most recent strike killing 28 people in total. Most of these were residents of a single apartment block, where a whole staircase was destroyed. Yet as our correspondent Gulliver Cragg found, many residents of the adjacent staircases are still living there – despite the fear and the broken windows.",Passive-Aggressive,"Passive-Aggressive, Criticism, Offensive",0.982
92,Hours of talks aimed at de-escalating fighting between Israel and Iran failed to produce a diplomatic breakthrough as the war entered its second week with a fresh round of strikes between the two adversaries. Story by Nicholas Rushworth.,Offensive,"Offensive, Criticism",0.992
93,"US Vice President JD Vance said on Friday that the thousands of National Guard members and Marines deployed to Los Angeles this month were still needed despite relative calm in the city after mass protests over federal immigration raids. California officials have heavily criticised Trump over his use of the military, saying it escalated protests that local law enforcement could have handled.",Criticism,"Criticism, Passive-Aggressive",0.507
94,"Pakistan players celebrate winning their FIH Nations Cup semi-final match against France at the National Hockey Stadium in Kuala Lumpur on June 20, 2025. — Livestream screengrabKUALA LUMPUR: Pakistan defeated France on penalty shootout 3-2 to reach the FIH Nations Cup final after the...",Passive-Aggressive,Passive-Aggressive,0.55
